GEO.id,GEO.id2,GEO.display0label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US36015000900,36015000900,"Census Tract 9, Chemung County, New York",714,64,0,**,651,45,707,54,871,167,0,**,0,**
1400000US36015001000,36015001000,"Census Tract 10, Chemung County, New York",547,77,0,**,469,61,509,279,805,282,1010,215,1100,479
1400000US36015001100,36015001100,"Census Tract 11, Chemung County, New York",717,119,0,**,0,**,680,100,837,169,0,**,0,**
1400000US36015010100,36015010100,"Census Tract 101, Chemung County, New York",806,58,0,**,291,160,706,137,839,57,870,154,0,**
1400000US36015010200,36015010200,"Census Tract 102, Chemung County, New York",632,168,0,**,0,**,636,156,725,468,838,229,0,**
1400000US36015010300,36015010300,"Census Tract 103, Chemung County, New York",929,242,0,**,582,402,986,107,1125,716,0,**,0,**
1400000US36015010500,36015010500,"Census Tract 105, Chemung County, New York",753,91,0,**,706,71,861,55,934,48,1750,1561,0,**
1400000US36015010600,36015010600,"Census Tract 106, Chemung County, New York",834,119,0,**,575,144,771,86,963,263,0,**,0,**
1400000US36015010700,36015010700,"Census Tract 107, Chemung County, New York",963,111,0,**,961,125,890,90,0,**,0,**,0,**
1400000US36015010800,36015010800,"Census Tract 108, Chemung County, New York",623,63,342,148,459,158,823,126,858,41,1212,518,0,**
1400000US36015010900,36015010900,"Census Tract 109, Chemung County, New York",1258,781,0,**,0,**,1588,349,869,548,0,**,0,**
1400000US36015011000,36015011000,"Census Tract 110, Chemung County, New York",774,49,0,**,0,**,754,399,788,69,0,**,0,**
1400000US36015011100,36015011100,"Census Tract 111, Chemung County, New York",725,40,0,**,634,71,733,50,798,550,0,**,0,**
1400000US36015011200,36015011200,"Census Tract 112, Chemung County, New York",813,68,0,**,773,260,792,501,1188,609,838,72,0,**
1400000US36017970100,36017970100,"Census Tract 9701, Chenango County, New York",618,61,0,**,444,70,632,71,694,57,967,76,488,262
1400000US36017970200,36017970200,"Census Tract 9702, Chenango County, New York",632,19,0,**,634,140,615,32,654,78,704,149,0,**
1400000US36017970400,36017970400,"Census Tract 9704, Chenango County, New York",640,93,0,**,565,21,823,211,725,187,787,262,0,**
1400000US36017970500,36017970500,"Census Tract 9705, Chenango County, New York",706,100,0,**,197,138,704,210,821,113,921,437,0,**
1400000US36017970601,36017970601,"Census Tract 9706.01, Chenango County, New York",590,116,0,**,540,186,654,148,683,156,0,**,0,**
1400000US36017970602,36017970602,"Census Tract 9706.02, Chenango County, New York",644,97,0,**,567,34,717,172,660,104,717,185,0,**
1400000US36017970700,36017970700,"Census Tract 9707, Chenango County, New York",652,279,0,**,317,265,600,223,871,322,0,**,0,**
1400000US36017970801,36017970801,"Census Tract 9708.01, Chenango County, New York",728,34,0,**,483,219,728,79,751,130,639,246,0,**
1400000US36017970900,36017970900,"Census Tract 9709, Chenango County, New York",596,87,0,**,519,37,586,111,829,297,945,40,0,**
1400000US36017971000,36017971000,"Census Tract 9710, Chenango County, New York",636,40,0,**,525,231,628,24,818,306,0,**,0,**
1400000US36019100100,36019100100,"Census Tract 1001, Clinton County, New York",634,39,0,**,556,58,634,46,894,111,0,**,0,**
1400000US36019100200,36019100200,"Census Tract 1002, Clinton County, New York",812,86,0,**,734,75,826,183,841,110,0,**,0,**
1400000US36019100600,36019100600,"Census Tract 1006, Clinton County, New York",834,152,0,**,840,346,877,157,903,417,0,**,0,**
1400000US36019100700,36019100700,"Census Tract 1007, Clinton County, New York",886,176,0,**,255,140,893,201,898,386,0,**,0,**
1400000US36019100800,36019100800,"Census Tract 1008, Clinton County, New York",703,239,0,**,527,77,725,206,1090,94,0,**,0,**
1400000US36019100900,36019100900,"Census Tract 1009, Clinton County, New York",773,40,692,623,538,28,837,128,840,113,0,**,0,**
1400000US36019101000,36019101000,"Census Tract 1010, Clinton County, New York",749,118,0,**,593,219,769,121,897,143,0,**,0,**
1400000US36019101100,36019101100,"Census Tract 1011, Clinton County, New York",934,254,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36019101600,36019101600,"Census Tract 1016, Clinton County, New York",758,144,0,**,0,**,695,112,685,588,0,**,0,**
1400000US36019101700,36019101700,"Census Tract 1017, Clinton County, New York",821,72,0,**,0,**,775,219,790,194,0,**,0,**
1400000US36019101800,36019101800,"Census Tract 1018, Clinton County, New York",704,108,0,**,396,191,650,259,863,172,1167,527,0,**
1400000US36019101900,36019101900,"Census Tract 1019, Clinton County, New York",796,204,0,**,0,**,776,59,947,35,0,**,0,**
1400000US36019102000,36019102000,"Census Tract 1020, Clinton County, New York",633,35,0,**,611,121,705,176,586,165,0,**,0,**
1400000US36019102100,36019102100,"Census Tract 1021, Clinton County, New York",795,204,0,**,0,**,673,65,843,341,0,**,0,**
1400000US36021000100,36021000100,"Census Tract 1, Columbia County, New York",949,80,0,**,743,260,995,93,910,468,0,**,0,**
1400000US36021000300,36021000300,"Census Tract 3, Columbia County, New York",799,139,0,**,658,230,903,272,923,170,0,**,0,**
1400000US36021000401,36021000401,"Census Tract 4.01, Columbia County, New York",965,215,0,**,686,134,1117,251,1677,415,0,**,0,**
1400000US36021000402,36021000402,"Census Tract 4.02, Columbia County, New York",1000,130,575,195,843,344,983,95,1108,60,1819,367,0,**
1400000US36021000500,36021000500,"Census Tract 5, Columbia County, New York",1019,139,0,**,0,**,898,92,1167,241,0,**,0,**
1400000US36021000600,36021000600,"Census Tract 6, Columbia County, New York",910,101,0,**,729,33,1029,117,947,205,0,**,0,**
1400000US36021000700,36021000700,"Census Tract 7, Columbia County, New York",869,136,1116,26,571,90,849,97,993,296,0,**,0,**
1400000US36021000900,36021000900,"Census Tract 9, Columbia County, New York",1021,165,0,**,0,**,838,354,1141,48,0,**,0,**
1400000US36021001000,36021001000,"Census Tract 10, Columbia County, New York",872,151,0,**,722,90,867,65,1125,48,1122,14,0,**
1400000US36021001100,36021001100,"Census Tract 11, Columbia County, New York",835,53,0,**,563,319,869,114,995,184,0,**,0,**
1400000US36021001200,36021001200,"Census Tract 12, Columbia County, New York",798,77,963,683,653,170,804,106,1087,59,0,**,995,719
1400000US36021001300,36021001300,"Census Tract 13, Columbia County, New York",866,76,0,**,822,417,761,346,1099,105,0,**,0,**
1400000US36021001400,36021001400,"Census Tract 14, Columbia County, New York",969,234,0,**,442,200,906,527,1238,341,0,**,0,**
1400000US36021001500,36021001500,"Census Tract 15, Columbia County, New York",893,188,0,**,0,**,1063,145,861,44,0,**,0,**
1400000US36021001600,36021001600,"Census Tract 16, Columbia County, New York",1061,124,0,**,0,**,994,236,1160,185,0,**,0,**
1400000US36021001700,36021001700,"Census Tract 17, Columbia County, New York",1231,192,0,**,0,**,791,503,1411,301,0,**,0,**
1400000US36021001800,36021001800,"Census Tract 18, Columbia County, New York",1219,273,0,**,957,130,1302,327,1375,687,0,**,0,**
1400000US36021001900,36021001900,"Census Tract 19, Columbia County, New York",975,181,0,**,832,61,1171,127,1429,346,0,**,0,**
1400000US36021002000,36021002000,"Census Tract 20, Columbia County, New York",926,122,0,**,623,105,907,82,1424,140,0,**,0,**
1400000US36023970200,36023970200,"Census Tract 9702, Cortland County, New York",821,115,0,**,806,420,839,24,650,387,0,**,0,**
1400000US36023970300,36023970300,"Census Tract 9703, Cortland County, New York",681,67,0,**,614,73,730,88,682,147,0,**,0,**
1400000US36023970400,36023970400,"Census Tract 9704, Cortland County, New York",595,40,0,**,556,77,643,66,936,71,0,**,0,**
1400000US36023970500,36023970500,"Census Tract 9705, Cortland County, New York",673,30,0,**,650,78,726,44,954,55,0,**,0,**
1400000US36023970600,36023970600,"Census Tract 9706, Cortland County, New York",606,28,301,41,571,36,643,120,789,274,0,**,0,**
1400000US36023970800,36023970800,"Census Tract 9708, Cortland County, New York",1313,279,0,**,0,**,0,**,1417,213,0,**,0,**
1400000US36023970900,36023970900,"Census Tract 9709, Cortland County, New York",687,31,578,9,664,30,735,33,800,260,693,391,392,86
1400000US36023971200,36023971200,"Census Tract 9712, Cortland County, New York",737,115,0,**,650,254,748,136,653,306,1100,90,0,**
1400000US36025970100,36025970100,"Census Tract 9701, Delaware County, New York",800,66,803,227,631,271,802,127,963,289,672,641,0,**
1400000US36025970200,36025970200,"Census Tract 9702, Delaware County, New York",725,165,0,**,661,152,744,178,910,86,1250,648,0,**
1400000US36025970300,36025970300,"Census Tract 9703, Delaware County, New York",671,51,586,43,664,26,560,98,936,473,936,52,0,**
1400000US36025970400,36025970400,"Census Tract 9704, Delaware County, New York",645,69,0,**,460,86,659,66,813,59,795,58,0,**
1400000US36025970500,36025970500,"Census Tract 9705, Delaware County, New York",620,81,0,**,420,90,604,146,721,105,1073,352,0,**
1400000US36025970600,36025970600,"Census Tract 9706, Delaware County, New York",592,76,0,**,606,47,444,313,563,211,828,315,0,**
1400000US36025970700,36025970700,"Census Tract 9707, Delaware County, New York",827,70,0,**,0,**,844,206,729,379,859,90,800,101
1400000US36025970800,36025970800,"Census Tract 9708, Delaware County, New York",767,57,765,169,444,121,790,63,934,192,1188,158,0,**
1400000US36025970900,36025970900,"Census Tract 9709, Delaware County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36025971000,36025971000,"Census Tract 9710, Delaware County, New York",579,60,489,60,530,19,739,89,1104,62,830,84,0,**
1400000US36025971200,36025971200,"Census Tract 9712, Delaware County, New York",744,66,596,96,600,396,782,181,947,159,981,306,0,**
1400000US36025971300,36025971300,"Census Tract 9713, Delaware County, New York",664,147,0,**,0,**,610,329,658,521,1324,716,0,**
1400000US36025971400,36025971400,"Census Tract 9714, Delaware County, New York",585,43,0,**,486,60,579,77,903,244,1100,266,0,**
1400000US36027010000,36027010000,"Census Tract 100, Dutchess County, New York",939,81,0,**,921,291,975,123,0,**,0,**,0,**
1400000US36027020003,36027020003,"Census Tract 200.03, Dutchess County, New York",1821,140,0,**,0,**,1825,220,2000,390,0,**,0,**
1400000US36027020004,36027020004,"Census Tract 200.04, Dutchess County, New York",876,765,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027020005,36027020005,"Census Tract 200.05, Dutchess County, New York",1116,145,0,**,947,69,0,**,1203,558,0,**,0,**
1400000US36027030000,36027030000,"Census Tract 300, Dutchess County, New York",1276,263,0,**,0,**,1256,149,1650,514,2629,855,0,**
1400000US36027040001,36027040001,"Census Tract 400.01, Dutchess County, New York",1007,116,622,585,850,271,1029,159,1199,149,0,**,0,**
1400000US36027040003,36027040003,"Census Tract 400.03, Dutchess County, New York",975,130,0,**,0,**,973,166,1125,713,0,**,0,**
1400000US36027050102,36027050102,"Census Tract 501.02, Dutchess County, New York",2027,1539,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027050103,36027050103,"Census Tract 501.03, Dutchess County, New York",1211,190,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027050203,36027050203,"Census Tract 502.03, Dutchess County, New York",1150,247,0,**,951,302,0,**,2295,637,0,**,0,**
1400000US36027050205,36027050205,"Census Tract 502.05, Dutchess County, New York",1398,280,0,**,0,**,1388,120,2361,232,0,**,0,**
1400000US36027060100,36027060100,"Census Tract 601, Dutchess County, New York",1592,133,1838,186,1297,164,1699,98,1850,463,0,**,0,**
1400000US36027060201,36027060201,"Census Tract 602.01, Dutchess County, New York",1148,97,0,**,1045,266,1362,91,0,**,0,**,0,**
1400000US36027060202,36027060202,"Census Tract 602.02, Dutchess County, New York",1245,121,1569,1022,1106,51,1430,105,1243,357,0,**,0,**
1400000US36027060301,36027060301,"Census Tract 603.01, Dutchess County, New York",1443,194,0,**,0,**,0,**,1520,296,0,**,0,**
1400000US36027060302,36027060302,"Census Tract 603.02, Dutchess County, New York",1776,556,0,**,0,**,1531,319,2667,783,0,**,0,**
1400000US36027060400,36027060400,"Census Tract 604, Dutchess County, New York",1445,186,815,69,1203,77,1728,131,2195,124,2472,460,0,**
1400000US36027070101,36027070101,"Census Tract 701.01, Dutchess County, New York",1056,114,0,**,848,136,1152,55,2058,359,0,**,0,**
1400000US36027070102,36027070102,"Census Tract 701.02, Dutchess County, New York",1037,158,0,**,789,147,1060,102,1615,218,0,**,0,**
1400000US36027070201,36027070201,"Census Tract 702.01, Dutchess County, New York",1060,85,0,**,884,171,1077,114,1405,114,0,**,0,**
1400000US36027070301,36027070301,"Census Tract 703.01, Dutchess County, New York",872,238,0,**,796,55,1259,327,1513,1244,2136,293,0,**
1400000US36027070401,36027070401,"Census Tract 704.01, Dutchess County, New York",1226,129,0,**,1065,220,1218,152,1449,544,0,**,0,**
1400000US36027080103,36027080103,"Census Tract 801.03, Dutchess County, New York",1267,727,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027080104,36027080104,"Census Tract 801.04, Dutchess County, New York",1565,245,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027080201,36027080201,"Census Tract 802.01, Dutchess County, New York",1184,213,0,**,0,**,0,**,1688,903,0,**,0,**
1400000US36027080202,36027080202,"Census Tract 802.02, Dutchess County, New York",1197,593,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027090000,36027090000,"Census Tract 900, Dutchess County, New York",1231,194,0,**,777,449,1198,152,1717,342,0,**,0,**
1400000US36027100000,36027100000,"Census Tract 1000, Dutchess County, New York",1276,162,0,**,857,215,1364,148,1143,548,0,**,0,**
1400000US36027110003,36027110003,"Census Tract 1100.03, Dutchess County, New York",1540,315,0,**,0,**,1435,273,1913,814,0,**,0,**
1400000US36027110004,36027110004,"Census Tract 1100.04, Dutchess County, New York",1625,665,0,**,965,49,878,299,1784,69,0,**,0,**
1400000US36027120000,36027120000,"Census Tract 1200, Dutchess County, New York",1056,202,0,**,988,747,998,212,797,600,0,**,0,**
1400000US36027130003,36027130003,"Census Tract 1300.03, Dutchess County, New York",1535,207,830,397,1122,35,1774,95,1871,337,0,**,0,**
1400000US36027130004,36027130004,"Census Tract 1300.04, Dutchess County, New York",1224,247,0,**,0,**,1438,1136,0,**,0,**,0,**
1400000US36027130005,36027130005,"Census Tract 1300.05, Dutchess County, New York",1129,213,0,**,0,**,0,**,1475,362,0,**,0,**
1400000US36027140101,36027140101,"Census Tract 1401.01, Dutchess County, New York",1157,151,0,**,1098,45,0,**,972,111,0,**,1798,1527
1400000US36027140200,36027140200,"Census Tract 1402, Dutchess County, New York",1086,89,1188,177,939,31,1181,112,1706,585,0,**,0,**
1400000US36027140400,36027140400,"Census Tract 1404, Dutchess County, New York",1807,171,0,**,0,**,0,**,1974,306,0,**,0,**
1400000US36027140500,36027140500,"Census Tract 1405, Dutchess County, New York",1248,106,1031,897,1093,85,1456,115,0,**,0,**,0,**
1400000US36027140602,36027140602,"Census Tract 1406.02, Dutchess County, New York",1154,43,0,**,0,**,1185,141,0,**,0,**,0,**
1400000US36027140700,36027140700,"Census Tract 1407, Dutchess County, New York",1357,96,0,**,1105,42,1388,27,0,**,0,**,0,**
1400000US36027140801,36027140801,"Census Tract 1408.01, Dutchess County, New York",1167,564,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027150004,36027150004,"Census Tract 1500.04, Dutchess County, New York",1326,398,0,**,940,111,0,**,1603,488,0,**,0,**
1400000US36027150005,36027150005,"Census Tract 1500.05, Dutchess County, New York",1271,282,0,**,853,108,1411,89,897,607,0,**,0,**
1400000US36027150006,36027150006,"Census Tract 1500.06, Dutchess County, New York",866,57,0,**,794,46,1144,91,883,673,0,**,0,**
1400000US36027160004,36027160004,"Census Tract 1600.04, Dutchess County, New York",913,262,0,**,748,44,1328,184,1075,684,0,**,0,**
1400000US36027160005,36027160005,"Census Tract 1600.05, Dutchess County, New York",1081,101,761,48,1011,108,1195,97,2113,552,0,**,0,**
1400000US36027170000,36027170000,"Census Tract 1700, Dutchess County, New York",933,235,0,**,855,25,1170,275,963,846,0,**,0,**
1400000US36027180001,36027180001,"Census Tract 1800.01, Dutchess County, New York",1186,603,0,**,1008,310,2900,1437,0,**,0,**,0,**
1400000US36027190101,36027190101,"Census Tract 1901.01, Dutchess County, New York",1500,1220,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027190102,36027190102,"Census Tract 1901.02, Dutchess County, New York",1089,51,0,**,1039,84,1215,124,734,229,0,**,0,**
1400000US36027190203,36027190203,"Census Tract 1902.03, Dutchess County, New York",1180,110,0,**,1148,195,1250,121,0,**,0,**,0,**
1400000US36027190204,36027190204,"Census Tract 1902.04, Dutchess County, New York",2017,534,0,**,0,**,1980,364,1380,1243,0,**,0,**
1400000US36027190301,36027190301,"Census Tract 1903.01, Dutchess County, New York",1285,83,1361,100,1181,43,1552,150,2375,1222,0,**,0,**
1400000US36027190401,36027190401,"Census Tract 1904.01, Dutchess County, New York",1170,288,0,**,1031,448,1375,403,0,**,0,**,0,**
1400000US36027190402,36027190402,"Census Tract 1904.02, Dutchess County, New York",1135,76,0,**,1060,77,1324,163,0,**,0,**,0,**
1400000US36027200001,36027200001,"Census Tract 2000.01, Dutchess County, New York",1097,80,0,**,985,93,1121,32,1393,339,0,**,0,**
1400000US36027200002,36027200002,"Census Tract 2000.02, Dutchess County, New York",1108,63,0,**,995,179,1147,105,1486,510,0,**,0,**
1400000US36027210101,36027210101,"Census Tract 2101.01, Dutchess County, New York",1094,104,872,213,945,164,1155,295,1451,273,0,**,0,**
1400000US36027210301,36027210301,"Census Tract 2103.01, Dutchess County, New York",1231,162,1101,147,0,**,1178,67,1801,179,0,**,0,**
1400000US36027220100,36027220100,"Census Tract 2201, Dutchess County, New York",810,127,697,320,786,132,841,449,1102,817,0,**,0,**
1400000US36027220201,36027220201,"Census Tract 2202.01, Dutchess County, New York",1006,82,638,253,865,50,988,53,1270,148,0,**,1466,1220
1400000US36027220300,36027220300,"Census Tract 2203, Dutchess County, New York",1064,66,968,336,445,290,1124,49,1345,228,1201,202,0,**
1400000US36027220700,36027220700,"Census Tract 2207, Dutchess County, New York",1001,174,756,446,839,52,1069,149,1174,424,1201,689,0,**
1400000US36027220801,36027220801,"Census Tract 2208.01, Dutchess County, New York",1013,76,673,141,926,65,1118,48,1377,26,0,**,0,**
1400000US36027220901,36027220901,"Census Tract 2209.01, Dutchess County, New York",1183,107,0,**,834,162,1137,80,1404,85,1817,243,0,**
1400000US36027221001,36027221001,"Census Tract 2210.01, Dutchess County, New York",1690,128,0,**,0,**,1657,151,0,**,0,**,0,**
1400000US36027221100,36027221100,"Census Tract 2211, Dutchess County, New York",1093,62,841,161,1008,231,1137,214,1285,87,1500,489,0,**
1400000US36027300000,36027300000,"Census Tract 3000, Dutchess County, New York",1224,84,1210,141,1014,186,1208,75,1968,452,0,**,0,**
1400000US36027610000,36027610000,"Census Tract 6100, Dutchess County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027640001,36027640001,"Census Tract 6400.01, Dutchess County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36027640002,36027640002,"Census Tract 6400.02, Dutchess County, New York",892,101,0,**,819,131,963,111,0,**,0,**,0,**
1400000US36029000110,36029000110,"Census Tract 1.10, Erie County, New York",687,113,0,**,0,**,547,34,756,67,967,260,0,**
1400000US36029000200,36029000200,"Census Tract 2, Erie County, New York",657,48,0,**,526,21,620,69,688,70,547,428,0,**
1400000US36029000500,36029000500,"Census Tract 5, Erie County, New York",549,92,0,**,508,55,429,59,558,154,785,201,0,**
1400000US36029000600,36029000600,"Census Tract 6, Erie County, New York",719,83,0,**,624,88,797,158,679,75,0,**,0,**
1400000US36029000700,36029000700,"Census Tract 7, Erie County, New York",647,31,0,**,0,**,648,28,686,218,0,**,0,**
1400000US36029000800,36029000800,"Census Tract 8, Erie County, New York",719,101,0,**,478,50,648,280,760,87,0,**,0,**
1400000US36029000900,36029000900,"Census Tract 9, Erie County, New York",724,65,0,**,579,219,703,81,831,72,0,**,0,**
1400000US36029001000,36029001000,"Census Tract 10, Erie County, New York",713,55,0,**,535,459,632,75,705,98,888,789,0,**
1400000US36029001100,36029001100,"Census Tract 11, Erie County, New York",730,69,903,376,515,239,577,135,830,80,672,30,0,**
1400000US36029001402,36029001402,"Census Tract 14.02, Erie County, New York",497,85,0,**,347,85,604,117,551,179,0,**,0,**
1400000US36029001500,36029001500,"Census Tract 15, Erie County, New York",621,126,0,**,549,40,577,91,782,36,708,71,0,**
1400000US36029001600,36029001600,"Census Tract 16, Erie County, New York",588,38,0,**,573,51,547,42,738,88,773,86,0,**
1400000US36029001700,36029001700,"Census Tract 17, Erie County, New York",516,25,0,**,377,108,540,171,625,211,0,**,0,**
1400000US36029001900,36029001900,"Census Tract 19, Erie County, New York",647,161,0,**,558,40,538,178,810,132,0,**,0,**
1400000US36029002300,36029002300,"Census Tract 23, Erie County, New York",576,50,0,**,358,70,558,105,667,40,541,463,0,**
1400000US36029002400,36029002400,"Census Tract 24, Erie County, New York",556,33,0,**,476,11,562,32,498,136,944,319,0,**
1400000US36029002702,36029002702,"Census Tract 27.02, Erie County, New York",578,85,0,**,273,90,489,129,779,106,1061,123,0,**
1400000US36029002800,36029002800,"Census Tract 28, Erie County, New York",642,63,0,**,670,110,546,59,670,35,1103,89,0,**
1400000US36029003000,36029003000,"Census Tract 30, Erie County, New York",704,52,0,**,590,113,685,80,792,81,0,**,0,**
1400000US36029003100,36029003100,"Census Tract 31, Erie County, New York",649,82,0,**,351,280,498,195,696,124,0,**,837,78
1400000US36029003301,36029003301,"Census Tract 33.01, Erie County, New York",809,71,0,**,0,**,820,486,790,78,1083,88,0,**
1400000US36029003302,36029003302,"Census Tract 33.02, Erie County, New York",585,31,0,**,360,103,589,284,677,123,0,**,844,299
1400000US36029003400,36029003400,"Census Tract 34, Erie County, New York",701,53,0,**,0,**,677,92,731,105,0,**,0,**
1400000US36029003500,36029003500,"Census Tract 35, Erie County, New York",612,39,0,**,528,96,500,134,636,68,634,15,0,**
1400000US36029003600,36029003600,"Census Tract 36, Erie County, New York",713,36,0,**,494,36,712,135,725,31,770,394,0,**
1400000US36029003700,36029003700,"Census Tract 37, Erie County, New York",756,86,0,**,0,**,705,39,801,105,916,100,0,**
1400000US36029003800,36029003800,"Census Tract 38, Erie County, New York",824,77,0,**,0,**,615,85,749,194,1034,130,1138,74
1400000US36029003901,36029003901,"Census Tract 39.01, Erie County, New York",839,159,963,430,720,185,665,39,863,81,0,**,1045,123
1400000US36029004001,36029004001,"Census Tract 40.01, Erie County, New York",738,55,0,**,534,251,692,52,763,82,1003,110,0,**
1400000US36029004100,36029004100,"Census Tract 41, Erie County, New York",763,41,0,**,0,**,675,23,823,40,959,68,0,**
1400000US36029004200,36029004200,"Census Tract 42, Erie County, New York",835,116,0,**,0,**,805,195,740,51,1032,97,0,**
1400000US36029004300,36029004300,"Census Tract 43, Erie County, New York",760,76,0,**,611,94,631,26,917,88,1060,204,1181,115
1400000US36029004401,36029004401,"Census Tract 44.01, Erie County, New York",734,18,0,**,675,14,718,13,896,109,1095,129,0,**
1400000US36029004402,36029004402,"Census Tract 44.02, Erie County, New York",274,50,0,**,228,33,287,53,268,126,0,**,0,**
1400000US36029004500,36029004500,"Census Tract 45, Erie County, New York",805,91,738,177,577,81,858,76,769,48,0,**,0,**
1400000US36029004602,36029004602,"Census Tract 46.02, Erie County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36029004800,36029004800,"Census Tract 48, Erie County, New York",806,70,0,**,605,34,790,176,881,144,823,516,0,**
1400000US36029004900,36029004900,"Census Tract 49, Erie County, New York",747,91,0,**,617,46,742,126,820,72,0,**,0,**
1400000US36029005000,36029005000,"Census Tract 50, Erie County, New York",726,81,0,**,626,80,702,101,780,71,0,**,0,**
1400000US36029005100,36029005100,"Census Tract 51, Erie County, New York",746,43,0,**,611,408,760,30,738,255,0,**,0,**
1400000US36029005201,36029005201,"Census Tract 52.01, Erie County, New York",761,136,0,**,677,100,678,146,888,111,0,**,0,**
1400000US36029005300,36029005300,"Census Tract 53, Erie County, New York",352,187,0,**,243,52,807,145,0,**,0,**,0,**
1400000US36029005400,36029005400,"Census Tract 54, Erie County, New York",871,31,648,388,785,178,905,63,851,49,0,**,0,**
1400000US36029005500,36029005500,"Census Tract 55, Erie County, New York",646,54,514,361,439,101,637,34,821,41,913,126,0,**
1400000US36029005600,36029005600,"Census Tract 56, Erie County, New York",597,42,564,50,430,79,584,68,786,114,0,**,0,**
1400000US36029005700,36029005700,"Census Tract 57, Erie County, New York",540,88,0,**,382,109,536,87,653,182,936,535,0,**
1400000US36029005801,36029005801,"Census Tract 58.01, Erie County, New York",671,30,0,**,599,136,657,70,728,120,1173,193,0,**
1400000US36029005802,36029005802,"Census Tract 58.02, Erie County, New York",736,46,0,**,485,54,709,46,780,25,931,132,0,**
1400000US36029005900,36029005900,"Census Tract 59, Erie County, New York",557,54,0,**,367,94,642,66,688,52,879,415,0,**
1400000US36029006100,36029006100,"Census Tract 61, Erie County, New York",726,54,0,**,534,121,698,36,797,129,800,168,813,488
1400000US36029006201,36029006201,"Census Tract 62.01, Erie County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36029006301,36029006301,"Census Tract 63.01, Erie County, New York",735,39,0,**,762,129,740,63,722,68,1029,901,0,**
1400000US36029006302,36029006302,"Census Tract 63.02, Erie County, New York",940,39,0,**,747,195,963,24,886,105,0,**,0,**
1400000US36029006501,36029006501,"Census Tract 65.01, Erie County, New York",832,63,0,**,768,129,858,81,1008,397,0,**,0,**
1400000US36029006601,36029006601,"Census Tract 66.01, Erie County, New York",761,82,0,**,713,115,754,194,796,231,984,102,0,**
1400000US36029006602,36029006602,"Census Tract 66.02, Erie County, New York",798,156,0,**,657,157,1074,252,1137,158,0,**,0,**
1400000US36029006701,36029006701,"Census Tract 67.01, Erie County, New York",723,84,653,57,705,68,996,253,950,361,0,**,0,**
1400000US36029006702,36029006702,"Census Tract 67.02, Erie County, New York",676,42,432,95,673,50,1056,146,773,454,0,**,0,**
1400000US36029006800,36029006800,"Census Tract 68, Erie County, New York",743,55,596,241,676,31,846,120,934,126,0,**,0,**
1400000US36029006901,36029006901,"Census Tract 69.01, Erie County, New York",647,96,0,**,468,160,649,79,783,70,0,**,0,**
1400000US36029006902,36029006902,"Census Tract 69.02, Erie County, New York",643,75,921,805,583,43,599,73,853,64,719,448,0,**
1400000US36029007000,36029007000,"Census Tract 70, Erie County, New York",594,103,566,31,545,249,543,109,729,72,971,456,0,**
1400000US36029007101,36029007101,"Census Tract 71.01, Erie County, New York",529,42,0,**,297,41,540,38,661,57,519,73,0,**
1400000US36029007202,36029007202,"Census Tract 72.02, Erie County, New York",473,24,0,**,395,87,455,38,499,77,0,**,0,**
1400000US36029007302,36029007302,"Census Tract 73.02, Erie County, New York",955,145,0,**,0,**,900,147,850,666,0,**,0,**
1400000US36029007303,36029007303,"Census Tract 73.03, Erie County, New York",910,43,0,**,769,251,920,33,1674,117,0,**,0,**
1400000US36029007304,36029007304,"Census Tract 73.04, Erie County, New York",792,239,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36029007600,36029007600,"Census Tract 76, Erie County, New York",542,363,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36029007700,36029007700,"Census Tract 77, Erie County, New York",681,27,0,**,594,64,665,27,811,183,0,**,0,**
1400000US36029007800,36029007800,"Census Tract 78, Erie County, New York",620,74,0,**,443,144,628,147,675,353,0,**,0,**
1400000US36029007901,36029007901,"Census Tract 79.01, Erie County, New York",943,22,0,**,858,32,964,19,1425,294,0,**,0,**
1400000US36029007902,36029007902,"Census Tract 79.02, Erie County, New York",844,57,0,**,0,**,875,55,0,**,0,**,0,**
1400000US36029007904,36029007904,"Census Tract 79.04, Erie County, New York",991,62,0,**,935,43,1093,60,1144,351,0,**,0,**
