GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1500000US060750257022,60750257022,"Block Group 2, Census Tract 257.02, San Francisco County, California",1063,424
1500000US060750257023,60750257023,"Block Group 3, Census Tract 257.02, San Francisco County, California",2256,261
1500000US060750258001,60750258001,"Block Group 1, Census Tract 258, San Francisco County, California",1188,204
1500000US060750258002,60750258002,"Block Group 2, Census Tract 258, San Francisco County, California",1179,468
1500000US060750259001,60750259001,"Block Group 1, Census Tract 259, San Francisco County, California",1718,202
1500000US060750259002,60750259002,"Block Group 2, Census Tract 259, San Francisco County, California",1919,1113
1500000US060750260011,60750260011,"Block Group 1, Census Tract 260.01, San Francisco County, California",1385,80
1500000US060750260012,60750260012,"Block Group 2, Census Tract 260.01, San Francisco County, California",1493,336
1500000US060750260021,60750260021,"Block Group 1, Census Tract 260.02, San Francisco County, California",1629,213
1500000US060750260022,60750260022,"Block Group 2, Census Tract 260.02, San Francisco County, California",1962,365
1500000US060750260031,60750260031,"Block Group 1, Census Tract 260.03, San Francisco County, California",1595,326
1500000US060750260032,60750260032,"Block Group 2, Census Tract 260.03, San Francisco County, California",1854,263
1500000US060750260041,60750260041,"Block Group 1, Census Tract 260.04, San Francisco County, California",1597,402
1500000US060750260042,60750260042,"Block Group 2, Census Tract 260.04, San Francisco County, California",1616,295
1500000US060750261001,60750261001,"Block Group 1, Census Tract 261, San Francisco County, California",1401,129
1500000US060750261002,60750261002,"Block Group 2, Census Tract 261, San Francisco County, California",1002,312
1500000US060750261003,60750261003,"Block Group 3, Census Tract 261, San Francisco County, California",1809,883
1500000US060750261004,60750261004,"Block Group 4, Census Tract 261, San Francisco County, California",1462,323
1500000US060750262001,60750262001,"Block Group 1, Census Tract 262, San Francisco County, California",2136,227
1500000US060750262002,60750262002,"Block Group 2, Census Tract 262, San Francisco County, California",1263,294
1500000US060750262003,60750262003,"Block Group 3, Census Tract 262, San Francisco County, California",1216,1060
1500000US060750262004,60750262004,"Block Group 4, Census Tract 262, San Francisco County, California",1105,143
1500000US060750263011,60750263011,"Block Group 1, Census Tract 263.01, San Francisco County, California",1560,388
1500000US060750263012,60750263012,"Block Group 2, Census Tract 263.01, San Francisco County, California",1131,517
1500000US060750263013,60750263013,"Block Group 3, Census Tract 263.01, San Francisco County, California",1464,410
1500000US060750263021,60750263021,"Block Group 1, Census Tract 263.02, San Francisco County, California",1380,563
1500000US060750263022,60750263022,"Block Group 2, Census Tract 263.02, San Francisco County, California",1394,503
1500000US060750263023,60750263023,"Block Group 3, Census Tract 263.02, San Francisco County, California",1684,179
1500000US060750263031,60750263031,"Block Group 1, Census Tract 263.03, San Francisco County, California",1293,270
1500000US060750263032,60750263032,"Block Group 2, Census Tract 263.03, San Francisco County, California",2132,169
1500000US060750264011,60750264011,"Block Group 1, Census Tract 264.01, San Francisco County, California",666,301
1500000US060750264012,60750264012,"Block Group 2, Census Tract 264.01, San Francisco County, California",1352,514
1500000US060750264021,60750264021,"Block Group 1, Census Tract 264.02, San Francisco County, California",1948,634
1500000US060750264022,60750264022,"Block Group 2, Census Tract 264.02, San Francisco County, California",1712,84
1500000US060750264023,60750264023,"Block Group 3, Census Tract 264.02, San Francisco County, California",1545,228
1500000US060750264031,60750264031,"Block Group 1, Census Tract 264.03, San Francisco County, California",1383,682
1500000US060750264032,60750264032,"Block Group 2, Census Tract 264.03, San Francisco County, California",1181,296
1500000US060750264041,60750264041,"Block Group 1, Census Tract 264.04, San Francisco County, California",1505,650
1500000US060750264042,60750264042,"Block Group 2, Census Tract 264.04, San Francisco County, California",684,204
1500000US060750301011,60750301011,"Block Group 1, Census Tract 301.01, San Francisco County, California",1651,429
1500000US060750301012,60750301012,"Block Group 2, Census Tract 301.01, San Francisco County, California",1806,470
1500000US060750301013,60750301013,"Block Group 3, Census Tract 301.01, San Francisco County, California",1787,210
1500000US060750301014,60750301014,"Block Group 4, Census Tract 301.01, San Francisco County, California",1496,189
1500000US060750301021,60750301021,"Block Group 1, Census Tract 301.02, San Francisco County, California",2111,508
1500000US060750301022,60750301022,"Block Group 2, Census Tract 301.02, San Francisco County, California",1852,335
1500000US060750301023,60750301023,"Block Group 3, Census Tract 301.02, San Francisco County, California",1667,1014
1500000US060750302011,60750302011,"Block Group 1, Census Tract 302.01, San Francisco County, California",1644,85
1500000US060750302012,60750302012,"Block Group 2, Census Tract 302.01, San Francisco County, California",1744,114
1500000US060750302013,60750302013,"Block Group 3, Census Tract 302.01, San Francisco County, California",1755,130
1500000US060750302021,60750302021,"Block Group 1, Census Tract 302.02, San Francisco County, California",1667,220
1500000US060750302022,60750302022,"Block Group 2, Census Tract 302.02, San Francisco County, California",1801,489
1500000US060750302023,60750302023,"Block Group 3, Census Tract 302.02, San Francisco County, California",1762,448
1500000US060750303011,60750303011,"Block Group 1, Census Tract 303.01, San Francisco County, California",2000,1066
1500000US060750303012,60750303012,"Block Group 2, Census Tract 303.01, San Francisco County, California",1551,510
1500000US060750303013,60750303013,"Block Group 3, Census Tract 303.01, San Francisco County, California",1921,250
1500000US060750303014,60750303014,"Block Group 4, Census Tract 303.01, San Francisco County, California",1828,236
1500000US060750303023,60750303023,"Block Group 3, Census Tract 303.02, San Francisco County, California",2161,800
1500000US060750304001,60750304001,"Block Group 1, Census Tract 304, San Francisco County, California",2647,525
1500000US060750304002,60750304002,"Block Group 2, Census Tract 304, San Francisco County, California",1411,591
1500000US060750304003,60750304003,"Block Group 3, Census Tract 304, San Francisco County, California",1765,182
1500000US060750304004,60750304004,"Block Group 4, Census Tract 304, San Francisco County, California",1360,431
1500000US060750304005,60750304005,"Block Group 5, Census Tract 304, San Francisco County, California",1400,97
1500000US060750305001,60750305001,"Block Group 1, Census Tract 305, San Francisco County, California",2939,275
1500000US060750305002,60750305002,"Block Group 2, Census Tract 305, San Francisco County, California",2640,538
1500000US060750305003,60750305003,"Block Group 3, Census Tract 305, San Francisco County, California",281,41
1500000US060750306001,60750306001,"Block Group 1, Census Tract 306, San Francisco County, California",3250,1701
1500000US060750306002,60750306002,"Block Group 2, Census Tract 306, San Francisco County, California",3446,638
1500000US060750306003,60750306003,"Block Group 3, Census Tract 306, San Francisco County, California","3,500+",***
1500000US060750307001,60750307001,"Block Group 1, Census Tract 307, San Francisco County, California",2798,1834
1500000US060750307002,60750307002,"Block Group 2, Census Tract 307, San Francisco County, California",2596,475
1500000US060750307003,60750307003,"Block Group 3, Census Tract 307, San Francisco County, California",2548,706
1500000US060750308001,60750308001,"Block Group 1, Census Tract 308, San Francisco County, California",3100,1987
1500000US060750308002,60750308002,"Block Group 2, Census Tract 308, San Francisco County, California",-,**
1500000US060750308003,60750308003,"Block Group 3, Census Tract 308, San Francisco County, California",-,**
1500000US060750308004,60750308004,"Block Group 4, Census Tract 308, San Francisco County, California",3032,1436
1500000US060750308005,60750308005,"Block Group 5, Census Tract 308, San Francisco County, California",1093,209
1500000US060750309001,60750309001,"Block Group 1, Census Tract 309, San Francisco County, California",-,**
1500000US060750309002,60750309002,"Block Group 2, Census Tract 309, San Francisco County, California",2333,469
1500000US060750309003,60750309003,"Block Group 3, Census Tract 309, San Francisco County, California",-,**
1500000US060750309004,60750309004,"Block Group 4, Census Tract 309, San Francisco County, California",-,**
1500000US060750309005,60750309005,"Block Group 5, Census Tract 309, San Francisco County, California",1843,454
1500000US060750309006,60750309006,"Block Group 6, Census Tract 309, San Francisco County, California",-,**
1500000US060750309007,60750309007,"Block Group 7, Census Tract 309, San Francisco County, California",-,**
1500000US060750310001,60750310001,"Block Group 1, Census Tract 310, San Francisco County, California",-,**
1500000US060750310002,60750310002,"Block Group 2, Census Tract 310, San Francisco County, California",2125,979
1500000US060750310003,60750310003,"Block Group 3, Census Tract 310, San Francisco County, California",2698,239
1500000US060750311001,60750311001,"Block Group 1, Census Tract 311, San Francisco County, California",2525,496
1500000US060750311003,60750311003,"Block Group 3, Census Tract 311, San Francisco County, California",1375,548
1500000US060750311004,60750311004,"Block Group 4, Census Tract 311, San Francisco County, California",1593,398
1500000US060750311005,60750311005,"Block Group 5, Census Tract 311, San Francisco County, California",2120,121
1500000US060750312011,60750312011,"Block Group 1, Census Tract 312.01, San Francisco County, California",1667,452
1500000US060750312012,60750312012,"Block Group 2, Census Tract 312.01, San Francisco County, California",1602,285
1500000US060750312013,60750312013,"Block Group 3, Census Tract 312.01, San Francisco County, California",1913,1346
1500000US060750312014,60750312014,"Block Group 4, Census Tract 312.01, San Francisco County, California",1449,403
1500000US060750312021,60750312021,"Block Group 1, Census Tract 312.02, San Francisco County, California",1720,175
1500000US060750312022,60750312022,"Block Group 2, Census Tract 312.02, San Francisco County, California",1723,184
1500000US060750313011,60750313011,"Block Group 1, Census Tract 313.01, San Francisco County, California",2789,102
1500000US060750313012,60750313012,"Block Group 2, Census Tract 313.01, San Francisco County, California",2608,500
1500000US060750313013,60750313013,"Block Group 3, Census Tract 313.01, San Francisco County, California",948,247
1500000US060750313021,60750313021,"Block Group 1, Census Tract 313.02, San Francisco County, California",1894,468
1500000US060750313022,60750313022,"Block Group 2, Census Tract 313.02, San Francisco County, California",1922,746
1500000US060750313023,60750313023,"Block Group 3, Census Tract 313.02, San Francisco County, California",1915,232
1500000US060750314001,60750314001,"Block Group 1, Census Tract 314, San Francisco County, California",2250,1338
1500000US060750314002,60750314002,"Block Group 2, Census Tract 314, San Francisco County, California",1519,280
1500000US060750314003,60750314003,"Block Group 3, Census Tract 314, San Francisco County, California",969,205
1500000US060750314004,60750314004,"Block Group 4, Census Tract 314, San Francisco County, California",733,567
1500000US060750314005,60750314005,"Block Group 5, Census Tract 314, San Francisco County, California",633,49
1500000US060750326011,60750326011,"Block Group 1, Census Tract 326.01, San Francisco County, California",1780,137
1500000US060750326012,60750326012,"Block Group 2, Census Tract 326.01, San Francisco County, California",1499,158
1500000US060750326013,60750326013,"Block Group 3, Census Tract 326.01, San Francisco County, California",2075,343
1500000US060750326021,60750326021,"Block Group 1, Census Tract 326.02, San Francisco County, California",1866,340
1500000US060750326022,60750326022,"Block Group 2, Census Tract 326.02, San Francisco County, California",1809,227
1500000US060750326023,60750326023,"Block Group 3, Census Tract 326.02, San Francisco County, California",1979,366
1500000US060750327001,60750327001,"Block Group 1, Census Tract 327, San Francisco County, California",2194,303
1500000US060750327002,60750327002,"Block Group 2, Census Tract 327, San Francisco County, California",1952,349
1500000US060750327003,60750327003,"Block Group 3, Census Tract 327, San Francisco County, California",1425,548
1500000US060750327004,60750327004,"Block Group 4, Census Tract 327, San Francisco County, California",-,**
1500000US060750327005,60750327005,"Block Group 5, Census Tract 327, San Francisco County, California",-,**
1500000US060750327006,60750327006,"Block Group 6, Census Tract 327, San Francisco County, California",1947,479
1500000US060750328011,60750328011,"Block Group 1, Census Tract 328.01, San Francisco County, California",1625,629
1500000US060750328012,60750328012,"Block Group 2, Census Tract 328.01, San Francisco County, California",1892,443
1500000US060750328013,60750328013,"Block Group 3, Census Tract 328.01, San Francisco County, California",1423,531
1500000US060750328021,60750328021,"Block Group 1, Census Tract 328.02, San Francisco County, California",1720,288
1500000US060750328022,60750328022,"Block Group 2, Census Tract 328.02, San Francisco County, California",2169,610
1500000US060750328023,60750328023,"Block Group 3, Census Tract 328.02, San Francisco County, California",3031,1839
1500000US060750329011,60750329011,"Block Group 1, Census Tract 329.01, San Francisco County, California",1355,94
1500000US060750329012,60750329012,"Block Group 2, Census Tract 329.01, San Francisco County, California",2082,512
1500000US060750329014,60750329014,"Block Group 4, Census Tract 329.01, San Francisco County, California",2287,475
1500000US060750329021,60750329021,"Block Group 1, Census Tract 329.02, San Francisco County, California",2038,1192
1500000US060750329022,60750329022,"Block Group 2, Census Tract 329.02, San Francisco County, California",1201,259
1500000US060750329023,60750329023,"Block Group 3, Census Tract 329.02, San Francisco County, California",1867,999
1500000US060750330001,60750330001,"Block Group 1, Census Tract 330, San Francisco County, California",1481,307
1500000US060750330003,60750330003,"Block Group 3, Census Tract 330, San Francisco County, California",2134,1096
1500000US060750330004,60750330004,"Block Group 4, Census Tract 330, San Francisco County, California",2602,875
1500000US060750330005,60750330005,"Block Group 5, Census Tract 330, San Francisco County, California",2362,299
1500000US060750330006,60750330006,"Block Group 6, Census Tract 330, San Francisco County, California",1543,770
1500000US060750331001,60750331001,"Block Group 1, Census Tract 331, San Francisco County, California",-,**
1500000US060750331002,60750331002,"Block Group 2, Census Tract 331, San Francisco County, California","3,500+",***
1500000US060750331003,60750331003,"Block Group 3, Census Tract 331, San Francisco County, California",-,**
1500000US060750331004,60750331004,"Block Group 4, Census Tract 331, San Francisco County, California","3,500+",***
1500000US060750332011,60750332011,"Block Group 1, Census Tract 332.01, San Francisco County, California",1711,92
1500000US060750332031,60750332031,"Block Group 1, Census Tract 332.03, San Francisco County, California",2000,155
1500000US060750332032,60750332032,"Block Group 2, Census Tract 332.03, San Francisco County, California",2049,172
1500000US060750332041,60750332041,"Block Group 1, Census Tract 332.04, San Francisco County, California",1903,293
1500000US060750332042,60750332042,"Block Group 2, Census Tract 332.04, San Francisco County, California",1867,465
1500000US060750332043,60750332043,"Block Group 3, Census Tract 332.04, San Francisco County, California",1838,141
1500000US060750351001,60750351001,"Block Group 1, Census Tract 351, San Francisco County, California",1589,412
1500000US060750351002,60750351002,"Block Group 2, Census Tract 351, San Francisco County, California",1541,233
1500000US060750351003,60750351003,"Block Group 3, Census Tract 351, San Francisco County, California",1974,501
1500000US060750351004,60750351004,"Block Group 4, Census Tract 351, San Francisco County, California",-,**
1500000US060750351005,60750351005,"Block Group 5, Census Tract 351, San Francisco County, California",-,**
1500000US060750351006,60750351006,"Block Group 6, Census Tract 351, San Francisco County, California",2399,294
1500000US060750351007,60750351007,"Block Group 7, Census Tract 351, San Francisco County, California",1214,701
1500000US060750352011,60750352011,"Block Group 1, Census Tract 352.01, San Francisco County, California",1223,649
1500000US060750352012,60750352012,"Block Group 2, Census Tract 352.01, San Francisco County, California",1872,538
1500000US060750352013,60750352013,"Block Group 3, Census Tract 352.01, San Francisco County, California",1621,527
1500000US060750352014,60750352014,"Block Group 4, Census Tract 352.01, San Francisco County, California",1564,196
1500000US060750352015,60750352015,"Block Group 5, Census Tract 352.01, San Francisco County, California",1491,806
1500000US060750352021,60750352021,"Block Group 1, Census Tract 352.02, San Francisco County, California",1486,251
1500000US060750352022,60750352022,"Block Group 2, Census Tract 352.02, San Francisco County, California",1567,248
1500000US060750352023,60750352023,"Block Group 3, Census Tract 352.02, San Francisco County, California",1685,260
1500000US060750353002,60750353002,"Block Group 2, Census Tract 353, San Francisco County, California",1515,1207
1500000US060750353003,60750353003,"Block Group 3, Census Tract 353, San Francisco County, California",-,**
1500000US060750353004,60750353004,"Block Group 4, Census Tract 353, San Francisco County, California",1821,491
1500000US060750353005,60750353005,"Block Group 5, Census Tract 353, San Francisco County, California",1212,234
1500000US060750353006,60750353006,"Block Group 6, Census Tract 353, San Francisco County, California",-,**
1500000US060750354002,60750354002,"Block Group 2, Census Tract 354, San Francisco County, California",1423,398
1500000US060750354003,60750354003,"Block Group 3, Census Tract 354, San Francisco County, California",1278,482
1500000US060750354004,60750354004,"Block Group 4, Census Tract 354, San Francisco County, California",1464,730
1500000US060750354005,60750354005,"Block Group 5, Census Tract 354, San Francisco County, California",1480,1007
1500000US060750401001,60750401001,"Block Group 1, Census Tract 401, San Francisco County, California",1954,334
1500000US060750401002,60750401002,"Block Group 2, Census Tract 401, San Francisco County, California",1481,653
1500000US060750401003,60750401003,"Block Group 3, Census Tract 401, San Francisco County, California",1342,208
1500000US060750401004,60750401004,"Block Group 4, Census Tract 401, San Francisco County, California",1721,159
1500000US060750402001,60750402001,"Block Group 1, Census Tract 402, San Francisco County, California",1609,274
1500000US060750402002,60750402002,"Block Group 2, Census Tract 402, San Francisco County, California",1261,355
1500000US060750402003,60750402003,"Block Group 3, Census Tract 402, San Francisco County, California",1364,236
1500000US060750402004,60750402004,"Block Group 4, Census Tract 402, San Francisco County, California",1810,376
1500000US060750426011,60750426011,"Block Group 1, Census Tract 426.01, San Francisco County, California",1538,201
1500000US060750426012,60750426012,"Block Group 2, Census Tract 426.01, San Francisco County, California",1527,188
1500000US060750426021,60750426021,"Block Group 1, Census Tract 426.02, San Francisco County, California",1649,198
1500000US060750426022,60750426022,"Block Group 2, Census Tract 426.02, San Francisco County, California",1654,406
1500000US060750426023,60750426023,"Block Group 3, Census Tract 426.02, San Francisco County, California",1691,238
1500000US060750427001,60750427001,"Block Group 1, Census Tract 427, San Francisco County, California",1950,321
1500000US060750427002,60750427002,"Block Group 2, Census Tract 427, San Francisco County, California",1438,131
1500000US060750427003,60750427003,"Block Group 3, Census Tract 427, San Francisco County, California",1269,284
1500000US060750428001,60750428001,"Block Group 1, Census Tract 428, San Francisco County, California",2000,368
1500000US060750428002,60750428002,"Block Group 2, Census Tract 428, San Francisco County, California",2456,2240
1500000US060750428003,60750428003,"Block Group 3, Census Tract 428, San Francisco County, California",3136,1680
1500000US060750451001,60750451001,"Block Group 1, Census Tract 451, San Francisco County, California",1818,258
1500000US060750451002,60750451002,"Block Group 2, Census Tract 451, San Francisco County, California",1815,337
1500000US060750451003,60750451003,"Block Group 3, Census Tract 451, San Francisco County, California",1353,211
1500000US060750452001,60750452001,"Block Group 1, Census Tract 452, San Francisco County, California",1922,320
1500000US060750452002,60750452002,"Block Group 2, Census Tract 452, San Francisco County, California",1310,282
1500000US060750452003,60750452003,"Block Group 3, Census Tract 452, San Francisco County, California",1773,185
1500000US060750452004,60750452004,"Block Group 4, Census Tract 452, San Francisco County, California",1717,95
1500000US060750452005,60750452005,"Block Group 5, Census Tract 452, San Francisco County, California",1446,658
1500000US060750476001,60750476001,"Block Group 1, Census Tract 476, San Francisco County, California",1684,178
1500000US060750476002,60750476002,"Block Group 2, Census Tract 476, San Francisco County, California",2331,626
1500000US060750476003,60750476003,"Block Group 3, Census Tract 476, San Francisco County, California",2188,429
1500000US060750476004,60750476004,"Block Group 4, Census Tract 476, San Francisco County, California",1547,787
1500000US060750477011,60750477011,"Block Group 1, Census Tract 477.01, San Francisco County, California",1518,304
1500000US060750477012,60750477012,"Block Group 2, Census Tract 477.01, San Francisco County, California",1281,189
1500000US060750477013,60750477013,"Block Group 3, Census Tract 477.01, San Francisco County, California",1857,341
1500000US060750477021,60750477021,"Block Group 1, Census Tract 477.02, San Francisco County, California",1498,270
1500000US060750477022,60750477022,"Block Group 2, Census Tract 477.02, San Francisco County, California",1869,823
1500000US060750477023,60750477023,"Block Group 3, Census Tract 477.02, San Francisco County, California",1672,220
1500000US060750478011,60750478011,"Block Group 1, Census Tract 478.01, San Francisco County, California",1703,116
1500000US060750478012,60750478012,"Block Group 2, Census Tract 478.01, San Francisco County, California",1676,98
1500000US060750478013,60750478013,"Block Group 3, Census Tract 478.01, San Francisco County, California",1796,225
1500000US060750478021,60750478021,"Block Group 1, Census Tract 478.02, San Francisco County, California",1570,213
1500000US060750478022,60750478022,"Block Group 2, Census Tract 478.02, San Francisco County, California",1694,558
1500000US060750478023,60750478023,"Block Group 3, Census Tract 478.02, San Francisco County, California",1564,255
1500000US060750479011,60750479011,"Block Group 1, Census Tract 479.01, San Francisco County, California",1244,114
1500000US060750479012,60750479012,"Block Group 2, Census Tract 479.01, San Francisco County, California",1490,263
1500000US060750479013,60750479013,"Block Group 3, Census Tract 479.01, San Francisco County, California",1172,150
1500000US060750479014,60750479014,"Block Group 4, Census Tract 479.01, San Francisco County, California",1418,212
1500000US060750479015,60750479015,"Block Group 5, Census Tract 479.01, San Francisco County, California",1317,217
1500000US060750479021,60750479021,"Block Group 1, Census Tract 479.02, San Francisco County, California",1776,135
1500000US060750479022,60750479022,"Block Group 2, Census Tract 479.02, San Francisco County, California",1663,172
1500000US060750479023,60750479023,"Block Group 3, Census Tract 479.02, San Francisco County, California",1653,234
1500000US060750601001,60750601001,"Block Group 1, Census Tract 601, San Francisco County, California",2963,205
1500000US060750604001,60750604001,"Block Group 1, Census Tract 604, San Francisco County, California",1603,115
1500000US060750605021,60750605021,"Block Group 1, Census Tract 605.02, San Francisco County, California",360,92
1500000US060750605022,60750605022,"Block Group 2, Census Tract 605.02, San Francisco County, California",357,165
1500000US060750605023,60750605023,"Block Group 3, Census Tract 605.02, San Francisco County, California",334,252
1500000US060750607001,60750607001,"Block Group 1, Census Tract 607, San Francisco County, California",2832,312
1500000US060750607002,60750607002,"Block Group 2, Census Tract 607, San Francisco County, California",2483,1419
1500000US060750610001,60750610001,"Block Group 1, Census Tract 610, San Francisco County, California",2903,373
1500000US060750610002,60750610002,"Block Group 2, Census Tract 610, San Francisco County, California",1705,295
1500000US060750611001,60750611001,"Block Group 1, Census Tract 611, San Francisco County, California",400,136
1500000US060750611002,60750611002,"Block Group 2, Census Tract 611, San Francisco County, California",530,33
1500000US060750611003,60750611003,"Block Group 3, Census Tract 611, San Francisco County, California",461,74
1500000US060750612002,60750612002,"Block Group 2, Census Tract 612, San Francisco County, California",1314,202
1500000US060750614001,60750614001,"Block Group 1, Census Tract 614, San Francisco County, California",1271,512
1500000US060750614002,60750614002,"Block Group 2, Census Tract 614, San Francisco County, California",2072,604
1500000US060750614003,60750614003,"Block Group 3, Census Tract 614, San Francisco County, California",2629,367
1500000US060750615001,60750615001,"Block Group 1, Census Tract 615, San Francisco County, California",2754,464
1500000US060750615002,60750615002,"Block Group 2, Census Tract 615, San Francisco County, California",3057,361
1500000US060750615003,60750615003,"Block Group 3, Census Tract 615, San Francisco County, California",3175,355
1500000US060750615004,60750615004,"Block Group 4, Census Tract 615, San Francisco County, California",3244,849
1500000US060750615005,60750615005,"Block Group 5, Census Tract 615, San Francisco County, California",810,542
1500000US060750615006,60750615006,"Block Group 6, Census Tract 615, San Francisco County, California",2163,315
1500000US060759802001,60759802001,"Block Group 1, Census Tract 9802, San Francisco County, California",2250,74
1500000US060759803001,60759803001,"Block Group 1, Census Tract 9803, San Francisco County, California",1772,456
1500000US060759804011,60759804011,"Block Group 1, Census Tract 9804.01, San Francisco County, California",-,**
1500000US060759805011,60759805011,"Block Group 1, Census Tract 9805.01, San Francisco County, California",267,48
1500000US060759806001,60759806001,"Block Group 1, Census Tract 9806, San Francisco County, California",1090,491
1500000US060759809001,60759809001,"Block Group 1, Census Tract 9809, San Francisco County, California",2019,719
1500000US060759901000,60759901000,"Block Group 0, Census Tract 9901, San Francisco County, California",-,**
